id,created_at,enabled,price_range,average_ticket,takeout_time,delivery_time,minimum_order_value,merchant_zip_code,merchant_city,merchant_state,merchant_country
7f2bf7fcca2c5b669b558b62327dad69ba9fed4a6646a4a3b254db182aecc6a3,2017-01-20T13:14:08.029Z,false,1,30.0,20,30,0.0,54040,SAO PAULO,SP,BR
c3c80d6b9718c8af053212a2c40c5a1902e0a751c1135e8fbf5c2264cd5ec34b,2017-01-23T12:44:25.972Z,false,1,30.0,0,50,0.0,70862,BRASILIA,DF,BR
d217f13aa4ed0177903f2f2dcddc333934d7b6532174dce19575f31f322f7a6b,2017-01-20T13:14:06.560Z,true,2,40.0,20,20,20.0,13250,SAO PAULO,SP,BR
7b1cc4f3515c9a6ca0615833b484d4c30d7c7a769b01b418d5fbab44b8ad9626,2017-01-23T12:50:22.507Z,false,1,30.0,0,50,"",38410,UBERLANDIA,MG,BR
453574a17d535ab65aa82efbf66be7577384828915d851fea44f1ebbd55931d1,2017-01-23T12:44:59.803Z,false,3,60.0,0,50,20.0,11310,SAO VICENTE,SP,BR
5a751255a497a9d182f72460118b7fd7d3a87c6bc5dcae47981691f6e82cb497,2017-01-20T13:15:23.419Z,true,2,60.0,0,0,15.0,21341,RIO DE JANEIRO,RJ,BR
9a4310e54725f9e9be4f3a7aaa1484e2552414362701ebb3d9230aed26f07564,2017-01-20T13:15:20.958Z,true,2,40.0,0,50,10.0,13087,CAMPINAS,SP,BR
c9bb97865d570e65f9251defeb87ae199a9466fc50b2b2a442f4a99b8d35b9d8,2017-01-23T12:46:06.958Z,false,2,40.0,0,60,0.0,63300,CARAPICUIBA,SP,BR
c939468fb47b2a8e8881d77293603f05c0d7a3e976295a644c74b8f647fe0a13,2017-01-23T12:42:22.347Z,false,1,30.0,0,50,0.0,12031,TAUBATE,SP,BR
d488f905208448e5c51e7a583985fc3f697ef04dcee22c59d0f09b65c329e322,2017-01-20T13:15:41.129Z,true,4,80.0,20,15,0.0,33110,SAO PAULO,SP,BR
ba52353a696e2981754d7a52f9582b12515a2b28c1b673444c8109a763e24146,2017-01-20T13:13:56.572Z,true,4,80.0,5,0,10.0,58038,JOAO PESSOA,PB,BR
3773b320e9f0daa52bbf75151036628ded413f55679df084f0c2f18964261581,2017-01-20T13:13:51.081Z,true,3,60.0,10,0,24.0,13090,SAO PAULO,SP,BR
fc629829b43e76778bae04e460fd49f884c1027a3016f632248a8adbf391bb98,2017-01-20T13:15:38.018Z,false,3,60.0,0,45,20.0,74150,GOIANIA,GO,BR
61839d8044e97f6f9bcf7d05f6824ef51fbb1925954beef6259f418af4ef082f,2017-01-20T13:15:10.977Z,false,3,60.0,0,45,26.0,15014,SAO JOSE DO RIO PRETO,SP,BR
be78d341be92a23a534ec983f46a6a0abccc412fb8d82da39390f75de15f58ac,2017-01-20T13:15:33.007Z,true,3,60.0,0,45,15.0,12947,ATIBAIA,SP,BR
a80daf0d55462a2cba23b47cb2fa8352646b253f3ac4412bc154500a5770ccfe,2017-01-20T13:13:58.104Z,false,1,30.0,0,0,30.0,41705,SALVADOR,BA,BR
9b7ddef15645b8d04684e06fa22a9fcd2b0c79bc72872f2e6260ce09839efc23,2017-01-23T12:44:53.286Z,true,5,81.0,0,0,20.0,14160,SERTAOZINHO,SP,BR
056e8f3299f8026d7bf92958760ae18e83b40dffda0b012b6a379fcba16e172a,2017-01-20T13:14:27.843Z,true,3,60.0,0,45,25.0,51452,SAO PAULO,SP,BR
c5750da4194fe1ee80fe28ce0e06d98fcff0c179c31767e3298b3d3eec855673,2017-01-20T13:13:47.775Z,true,5,81.0,10,0,30.0,21940,RIO DE JANEIRO,RJ,BR
b65b13cea3c542fbe4f5297b0ed9b02a317470efe1219878898f550c196723af,2017-01-20T13:15:35.496Z,true,3,60.0,0,60,12.9,86741,SUZANO,SP,BR
6eb576d2ec138c25f317dae5517be6e9683e59fc9fceceba29f9b5a01817e083,2017-01-20T13:14:57.215Z,true,4,80.0,20,0,20.0,80030,CURITIBA,PR,BR
bcc23467cac54ee2bd0a89ff1e13133f08fccaf554befb7e2c20f3c443218d64,2017-01-20T13:15:01.289Z,true,4,81.0,0,85,30.0,65071,SAO LUIS,MA,BR
